,id,name,vector_id,datetime,score,rerunscore
91,35646,elog time gap vector at 2024-03-16 15:28:08Z,6,2024-03-16 08:28:08.566186-07,0.017505461530954,0.0022522742703269
136,35740,elog time gap vector at 2024-03-16 19:28:17Z,6,2024-03-16 12:28:17.398277-07,0.017505461530954,0.000211147104778879
132,35834,elog time gap vector at 2024-03-16 23:28:25Z,6,2024-03-16 16:28:25.389955-07,0.017505461530954,0.000384796396883468
170,35950,elog time gap vector at 2024-03-17 14:56:28Z,6,2024-03-17 07:56:28.030647-07,0.017505461530954,0.00390221416936224
64,36104,elog time gap vector at 2024-03-17 22:17:22Z,6,2024-03-17 15:17:22.793865-07,0.017505461530954,0.000291594461199534
113,36175,elog time gap vector at 2024-03-18 11:57:08Z,6,2024-03-18 04:57:08.979021-07,0.017505461530954,0.00225931771371446
60,36265,elog time gap vector at 2024-03-18 15:57:31Z,6,2024-03-18 08:57:31.272906-07,0.017505461530954,0.00411291597346755
12,36359,elog time gap vector at 2024-03-18 19:57:49Z,6,2024-03-18 12:57:50.003999-07,0.017505461530954,0.000166468342544161
88,36556,elog time gap vector at 2024-03-19 15:20:56Z,6,2024-03-19 08:20:56.324931-07,0.017505461530954,0.00304023515425413
131,36723,elog time gap vector at 2024-03-19 22:47:42Z,6,2024-03-19 15:47:42.975937-07,0.017505461530954,0.000308726727431952
104,36817,elog time gap vector at 2024-03-20 02:47:51Z,6,2024-03-19 19:47:51.743246-07,0.017505461530954,0.000562599400000599
83,36919,elog time gap vector at 2024-03-20 17:02:19Z,6,2024-03-20 10:02:19.697631-07,0.017505461530954,0.00474354734433032
14,37013,elog time gap vector at 2024-03-20 21:02:28Z,6,2024-03-20 14:02:28.338054-07,0.017505461530954,0.00861280442850218
153,37190,elog time gap vector at 2024-03-21 16:18:20Z,6,2024-03-21 09:18:20.44534-07,0.017505461530954,0.135148452303192
84,37284,elog time gap vector at 2024-03-21 20:18:29Z,6,2024-03-21 13:18:29.272508-07,0.017505461530954,0.221694941923956
128,37378,elog time gap vector at 2024-03-22 00:18:37Z,6,2024-03-21 17:18:37.51703-07,0.017505461530954,0.341757332083058
105,37516,elog time gap vector at 2024-03-22 15:27:05Z,6,2024-03-22 08:27:05.678622-07,0.0235960617540729,0.83420134588521
158,37609,elog time gap vector at 2024-03-22 19:27:14Z,6,2024-03-22 12:27:14.540906-07,0.026508810271423,0.00018801277452793
167,37703,elog time gap vector at 2024-03-22 23:27:22Z,6,2024-03-22 16:27:22.766273-07,0.026508810271423,0.000342646039477644
