970279, 2023-06-22 23:42:31, manudo, cer1, up, 18165, 24694, pop-prd-pthalos000, 
0:00:03 0
remove me!
970384, 2023-06-23 00:17:45, manudo, cer1, down, 18165, 24694, pop-prd-pthalos000, 
0:35:14 35
972653, 2023-06-23 14:08:37, manudo, cer1, up, 51385, 33204, pop-prd-pthalos000, 
13:50:52 830
972655, 2023-06-23 14:09:14, manudo, cer1, down, 51385, 33204, pop-prd-pthalos000, 
0:00:37 0
remove me!
972657, 2023-06-23 14:09:29, manudo, cer1, up, 3279, 58852, pop-prd-pthalos000, 
0:00:15 0
remove me!
972711, 2023-06-23 14:23:21, manudo, cer1, down, 3279, 58852, pop-prd-pthalos000, 
0:13:52 13
remove me!
972714, 2023-06-23 14:23:34, manudo, cer1, up, 29894, 8778, pop-prd-pthalos000, 
0:00:13 0
remove me!
973145, 2023-06-23 16:42:47, manudo, cer1, down, 29894, 8778, pop-prd-pthalos000, 
2:19:13 139
973147, 2023-06-23 16:43:03, manudo, cer1, up, 57975, 62239, pop-prd-pthalos000, 
0:00:16 0
remove me!
973274, 2023-06-23 17:21:46, manudo, cer1, down, 57975, 62239, pop-prd-pthalos000, 
0:38:43 38
973275, 2023-06-23 17:22:01, manudo, cer1, up, 56339, 65473, pop-prd-pthalos000, 
0:00:15 0
remove me!
973491, 2023-06-23 18:27:16, manudo, cer1, down, 56339, 65473, pop-prd-pthalos000, 
1:05:15 65
973562, 2023-06-23 18:51:07, manudo, cer1, up, 9619, 20381, pop-prd-pthalos000, 
0:23:51 23
974051, 2023-06-23 21:55:07, manudo, cer1, down, 9619, 20381, pop-prd-pthalos000, 
3:04:00 184
974053, 2023-06-23 21:55:55, manudo, cer1, up, 6226, 22182, pop-prd-pthalos000, 
0:00:48 0
remove me!
974151, 2023-06-23 22:43:39, manudo, cer1, down, 6226, 22182, pop-prd-pthalos000, 
0:47:44 47
976360, 2023-06-24 14:44:17, manudo, cer1, up, 34884, 34606, pop-prd-pthalos000, 
16:00:38 960
976606, 2023-06-24 16:38:07, manudo, cer1, down, 34884, 34606, pop-prd-pthalos000, 
1:53:50 113
976607, 2023-06-24 16:38:09, manudo, cer1, up, 49897, 21133, pop-prd-pthalos000, 
0:00:02 0
remove me!
976621, 2023-06-24 16:44:16, manudo, cer1, down, 49897, 21133, pop-prd-pthalos000, 
0:06:07 6
remove me!
1014422, 2023-07-15 16:08:24, manudo, cer1, up, 38820, 4771, pop-prd-pthalos000, 
20 days, 23:24:08 1404
1014423, 2023-07-15 16:09:03, manudo, cer1, down, 38820, 4771, pop-prd-pthalos000, 
0:00:39 0
remove me!
1014424, 2023-07-15 16:09:15, manudo, cer1, up, 1097, 8682, pop-prd-pthalos000, 
0:00:12 0
remove me!
1014425, 2023-07-15 16:09:59, manudo, cer1, down, 1097, 8682, pop-prd-pthalos000, 
0:00:44 0
remove me!
1014426, 2023-07-15 16:10:16, manudo, cer1, up, 36735, 1398, pop-prd-pthalos000, 
0:00:17 0
remove me!
1014430, 2023-07-15 16:14:07, manudo, cer1, down, 36735, 1398, pop-prd-pthalos000, 
0:03:51 3
remove me!
1014431, 2023-07-15 16:14:29, manudo, cer1, up, 22084, 41269, pop-prd-pthalos000, 
0:00:22 0
remove me!
1014460, 2023-07-15 16:36:29, manudo, cer1, down, 22084, 41269, pop-prd-pthalos000, 
0:22:00 22
1014461, 2023-07-15 16:36:42, manudo, cer1, up, 62410, 10544, pop-prd-pthalos000, 
0:00:13 0
remove me!
1014517, 2023-07-15 17:31:31, manudo, cer1, down, 62410, 10544, pop-prd-pthalos000, 
0:54:49 54
1017412, 2023-07-17 13:18:01, manudo, cer1, up, 19027, 61370, pop-prd-pthalos000, 
1 day, 19:46:30 1186
1017515, 2023-07-17 14:37:46, manudo, cer1, down, 19027, 61370, pop-prd-pthalos000, 
1:19:45 79
1017516, 2023-07-17 14:37:58, manudo, cer1, up, 48268, 34203, pop-prd-pthalos000, 
0:00:12 0
remove me!
1017518, 2023-07-17 14:38:30, manudo, cer1, down, 48268, 34203, pop-prd-pthalos000, 
0:00:32 0
remove me!
1017519, 2023-07-17 14:38:42, manudo, cer1, up, 44078, 516, pop-prd-pthalos000, 
0:00:12 0
remove me!
1017520, 2023-07-17 14:39:15, manudo, cer1, down, 44078, 516, pop-prd-pthalos000, 
0:00:33 0
remove me!
1017521, 2023-07-17 14:39:27, manudo, cer1, up, 3606, 25795, pop-prd-pthalos000, 
0:00:12 0
remove me!
1017985, 2023-07-17 21:06:59, manudo, cer1, down, 3606, 25795, pop-prd-pthalos000, 
6:27:32 387
1017987, 2023-07-17 21:07:03, manudo, cer1, up, 1015, 9597, pop-prd-pthalos000, 
0:00:04 0
remove me!
1018027, 2023-07-17 21:53:59, manudo, cer1, down, 1015, 9597, pop-prd-pthalos000, 
0:46:56 46
1019458, 2023-07-18 15:26:21, manudo, cer1, up, 14481, 11597, pop-prd-pthalos000, 
17:32:22 1052
1019994, 2023-07-18 19:59:01, manudo, cer1, down, 14481, 11597, pop-prd-pthalos000, 
4:32:40 272
1021177, 2023-07-19 12:41:26, manudo, cer1, up, 51430, 52684, pop-prd-pthalos000, 
16:42:25 1002
1022182, 2023-07-19 22:06:55, manudo, cer1, down, 51430, 52684, pop-prd-pthalos000, 
9:25:29 565
1023280, 2023-07-20 10:36:27, manudo, cer1, up, 59134, 54927, pop-prd-pthalos000, 
12:29:32 749
1023418, 2023-07-20 11:49:53, manudo, cer1, down, 59134, 54927, pop-prd-pthalos000, 
1:13:26 73
1049962, 2023-08-05 15:56:20, manudo, cer1, up, 7141, 707, pop-prd-pthalos000, 
16 days, 4:06:27 246
1049964, 2023-08-05 15:57:48, manudo, cer1, down, 7141, 707, pop-prd-pthalos000, 
0:01:28 1
remove me!
1049965, 2023-08-05 15:57:50, manudo, cer1, up, 17728, 37833, pop-prd-pthalos000, 
0:00:02 0
remove me!
1050071, 2023-08-05 17:53:38, manudo, cer1, down, 17728, 37833, pop-prd-pthalos000, 
1:55:48 115
1054784, 2023-08-08 15:03:52, manudo, cer1, up, 57244, 45832, pop-prd-pthalos000, 
2 days, 21:10:14 1270
1054786, 2023-08-08 15:04:33, manudo, cer1, down, 57244, 45832, pop-prd-pthalos000, 
0:00:41 0
remove me!
1054787, 2023-08-08 15:04:46, manudo, cer1, up, 56167, 26435, pop-prd-pthalos000, 
0:00:13 0
remove me!
1054825, 2023-08-08 15:29:19, manudo, cer1, down, 56167, 26435, pop-prd-pthalos000, 
0:24:33 24
1068238, 2023-08-15 14:00:42, manudo, cer1, up, 22435, 35061, pop-prd-pthalos000, 
6 days, 22:31:23 1351
1068240, 2023-08-15 14:01:14, manudo, cer1, down, 22435, 35061, pop-prd-pthalos000, 
0:00:32 0
remove me!
1068241, 2023-08-15 14:01:30, manudo, cer1, up, 43126, 46435, pop-prd-pthalos000, 
0:00:16 0
remove me!
1068585, 2023-08-15 16:57:46, manudo, cer1, down, 43126, 46435, pop-prd-pthalos000, 
2:56:16 176
1068587, 2023-08-15 16:57:58, manudo, cer1, up, 38790, 52135, pop-prd-pthalos000, 
0:00:12 0
remove me!
1068646, 2023-08-15 17:15:44, manudo, cer1, down, 38790, 52135, pop-prd-pthalos000, 
0:17:46 17
1071236, 2023-08-16 15:19:08, manudo, cer1, up, 6313, 43878, pop-prd-pthalos000, 
22:03:24 1323
1071255, 2023-08-16 15:23:58, manudo, cer1, down, 6313, 43878, pop-prd-pthalos000, 
0:04:50 4
remove me!
1071257, 2023-08-16 15:24:10, manudo, cer1, up, 279, 43659, pop-prd-pthalos000, 
0:00:12 0
remove me!
1071263, 2023-08-16 15:25:42, manudo, cer1, down, 279, 43659, pop-prd-pthalos000, 
0:01:32 1
remove me!
1071266, 2023-08-16 15:25:55, manudo, cer1, up, 4388, 10644, pop-prd-pthalos000, 
0:00:13 0
remove me!
1071269, 2023-08-16 15:27:21, manudo, cer1, down, 4388, 10644, pop-prd-pthalos000, 
0:01:26 1
remove me!
1071270, 2023-08-16 15:27:34, manudo, cer1, up, 3377, 20128, pop-prd-pthalos000, 
0:00:13 0
remove me!
1071297, 2023-08-16 15:37:04, manudo, cer1, down, 3377, 20128, pop-prd-pthalos000, 
0:09:30 9
remove me!
1071299, 2023-08-16 15:38:35, manudo, cer1, up, 28850, 37731, pop-prd-pthalos000, 
0:01:31 1
remove me!
1071301, 2023-08-16 15:39:06, manudo, cer1, down, 28850, 37731, pop-prd-pthalos000, 
0:00:31 0
remove me!
1071305, 2023-08-16 15:39:18, manudo, cer1, up, 16042, 49887, pop-prd-pthalos000, 
0:00:12 0
remove me!
1071740, 2023-08-16 20:40:55, manudo, cer1, down, 16042, 49887, pop-prd-pthalos000, 
5:01:37 301
1072974, 2023-08-17 11:49:14, manudo, cer1, up, 51186, 30190, pop-prd-pthalos000, 
15:08:19 908
1073154, 2023-08-17 13:33:00, manudo, cer1, down, 51186, 30190, pop-prd-pthalos000, 
1:43:46 103
1073155, 2023-08-17 13:33:17, manudo, cer1, up, 31496, 12936, pop-prd-pthalos000, 
0:00:17 0
remove me!
1074012, 2023-08-17 22:58:33, manudo, cer1, down, 31496, 12936, pop-prd-pthalos000, 
9:25:16 565
1075903, 2023-08-18 14:03:55, manudo, cer1, up, 1348, 467, pop-prd-pthalos000, 
15:05:22 905
1075906, 2023-08-18 14:04:35, manudo, cer1, down, 1348, 467, pop-prd-pthalos000, 
0:00:40 0
remove me!
1075907, 2023-08-18 14:04:51, manudo, cer1, up, 29301, 32598, pop-prd-pthalos000, 
0:00:16 0
remove me!
1076536, 2023-08-18 21:29:45, manudo, cer1, down, 29301, 32598, pop-prd-pthalos000, 
7:24:54 444
1077881, 2023-08-19 18:03:30, manudo, cer1, up, 162, 52468, pop-prd-pthalos000, 
20:33:45 1233
1078325, 2023-08-20 00:11:12, manudo, cer1, down, 162, 52468, pop-prd-pthalos000, 
6:07:42 367
1079018, 2023-08-20 10:36:11, manudo, cer1, up, 32887, 41839, pop-prd-pthalos000, 
10:24:59 624
1080535, 2023-08-21 01:18:42, manudo, cer1, down, 32887, 41839, pop-prd-pthalos000, 
14:42:31 882
1081105, 2023-08-21 10:08:31, manudo, cer1, up, 31631, 40284, pop-prd-pthalos000, 
8:49:49 529
1081108, 2023-08-21 10:09:20, manudo, cer1, down, 31631, 40284, pop-prd-pthalos000, 
0:00:49 0
remove me!
1081109, 2023-08-21 10:09:33, manudo, cer1, up, 55372, 4173, pop-prd-pthalos000, 
0:00:13 0
remove me!
1081432, 2023-08-21 10:44:26, manudo, cer1, down, 55372, 4173, pop-prd-pthalos000, 
0:34:53 34
1081433, 2023-08-21 10:44:27, manudo, cer1, up, 10894, 364, pop-prd-pthalos000, 
0:00:01 0
remove me!
1082685, 2023-08-21 15:15:59, manudo, cer1, down, 10894, 364, pop-prd-pthalos000, 
4:31:32 271
1082686, 2023-08-21 15:16:12, manudo, cer1, up, 55639, 31433, pop-prd-pthalos000, 
0:00:13 0
remove me!
1083099, 2023-08-21 22:00:12, manudo, cer1, down, 55639, 31433, pop-prd-pthalos000, 
6:44:00 404
1084184, 2023-08-22 11:29:07, manudo, cer1, up, 25485, 21759, pop-prd-pthalos000, 
13:28:55 808
1084188, 2023-08-22 11:29:57, manudo, cer1, down, 25485, 21759, pop-prd-pthalos000, 
0:00:50 0
remove me!
1084189, 2023-08-22 11:30:11, manudo, cer1, up, 57429, 35284, pop-prd-pthalos000, 
0:00:14 0
remove me!
1084198, 2023-08-22 11:33:55, manudo, cer1, down, 57429, 35284, pop-prd-pthalos000, 
0:03:44 3
remove me!
1084199, 2023-08-22 11:34:08, manudo, cer1, up, 35612, 58280, pop-prd-pthalos000, 
0:00:13 0
remove me!
1084293, 2023-08-22 12:08:02, manudo, cer1, down, 35612, 58280, pop-prd-pthalos000, 
0:33:54 33
1084295, 2023-08-22 12:08:14, manudo, cer1, up, 55652, 58295, pop-prd-pthalos000, 
0:00:12 0
remove me!
1084749, 2023-08-22 18:04:02, manudo, cer1, down, 55652, 58295, pop-prd-pthalos000, 
5:55:48 355
1085391, 2023-08-23 05:03:58, manudo, cer1, up, 9087, 4688, pop-prd-pthalos000, 
10:59:56 659
1086926, 2023-08-23 22:43:59, manudo, cer1, down, 9087, 4688, pop-prd-pthalos000, 
17:40:01 1060
1088417, 2023-08-24 13:54:13, manudo, cer1, up, 2000, 44053, pop-prd-pthalos000, 
15:10:14 910
1088645, 2023-08-24 16:44:45, manudo, cer1, down, 2000, 44053, pop-prd-pthalos000, 
2:50:32 170
1088647, 2023-08-24 16:45:09, manudo, cer1, up, 15293, 27683, pop-prd-pthalos000, 
0:00:24 0
remove me!
1089183, 2023-08-24 23:39:28, manudo, cer1, down, 15293, 27683, pop-prd-pthalos000, 
6:54:19 414
1090326, 2023-08-25 10:25:07, manudo, cer1, up, 38925, 60728, pop-prd-pthalos000, 
10:45:39 645
1091691, 2023-08-26 00:07:59, manudo, cer1, down, 38925, 60728, pop-prd-pthalos000, 
13:42:52 822
1093170, 2023-08-26 17:59:26, manudo, cer1, up, 53679, 56466, pop-prd-pthalos000, 
17:51:27 1071
1093431, 2023-08-26 23:39:02, manudo, cer1, down, 53679, 56466, pop-prd-pthalos000, 
5:39:36 339
1093971, 2023-08-27 09:54:52, manudo, cer1, up, 31115, 15097, pop-prd-pthalos000, 
10:15:50 615
1094883, 2023-08-28 01:08:36, manudo, cer1, down, 31115, 15097, pop-prd-pthalos000, 
15:13:44 913
1095587, 2023-08-28 10:16:15, manudo, cer1, up, 16155, 49670, pop-prd-pthalos000, 
9:07:39 547
1096181, 2023-08-28 19:12:22, manudo, cer1, down, 16155, 49670, pop-prd-pthalos000, 
8:56:07 536
1097496, 2023-08-29 10:59:08, manudo, cer1, up, 50489, 5960, pop-prd-pthalos000, 
15:46:46 946
1099330, 2023-08-29 23:24:54, manudo, cer1, down, 50489, 5960, pop-prd-pthalos000, 
12:25:46 745
1100432, 2023-08-30 10:17:19, manudo, cer1, up, 56031, 3890, pop-prd-pthalos000, 
10:52:25 652
1101659, 2023-08-31 01:00:05, manudo, cer1, down, 56031, 3890, pop-prd-pthalos000, 
14:42:46 882
1102344, 2023-08-31 10:22:08, manudo, cer1, up, 46800, 18744, pop-prd-pthalos000, 
9:22:03 562
1102837, 2023-08-31 17:06:09, manudo, cer1, down, 46800, 18744, pop-prd-pthalos000, 
6:44:01 404
1102843, 2023-08-31 17:06:09, manudo, cer1, up, 41063, 25745, pop-prd-pthalos000, 
0:00:00 0
remove me!
1103414, 2023-08-31 20:50:36, manudo, cer1, down, 41063, 25745, pop-prd-pthalos000, 
3:44:27 224
1104552, 2023-09-01 13:03:54, manudo, cer1, up, 38911, 40912, pop-prd-pthalos000, 
16:13:18 973
1104707, 2023-09-01 15:06:29, manudo, cer1, down, 38911, 40912, pop-prd-pthalos000, 
2:02:35 122
1104708, 2023-09-01 15:06:45, manudo, cer1, up, 20929, 11228, pop-prd-pthalos000, 
0:00:16 0
remove me!
1104803, 2023-09-01 16:45:05, manudo, cer1, down, 20929, 11228, pop-prd-pthalos000, 
1:38:20 98
1104955, 2023-09-01 19:06:47, manudo, cer1, up, 19697, 49573, pop-prd-pthalos000, 
2:21:42 141
1105175, 2023-09-01 23:11:09, manudo, cer1, down, 19697, 49573, pop-prd-pthalos000, 
4:04:22 244
1106174, 2023-09-02 12:00:15, manudo, cer1, up, 45828, 53805, pop-prd-pthalos000, 
12:49:06 769
1106755, 2023-09-02 21:42:49, manudo, cer1, down, 45828, 53805, pop-prd-pthalos000, 
9:42:34 582
1107402, 2023-09-03 09:56:22, manudo, cer1, up, 57598, 36068, pop-prd-pthalos000, 
12:13:33 733
1107726, 2023-09-03 14:39:49, manudo, cer1, down, 57598, 36068, pop-prd-pthalos000, 
4:43:27 283
1108137, 2023-09-03 21:44:15, manudo, cer1, up, 63305, 22095, pop-prd-pthalos000, 
7:04:26 424
1108354, 2023-09-04 02:38:41, manudo, cer1, down, 63305, 22095, pop-prd-pthalos000, 
4:54:26 294
1108924, 2023-09-04 10:55:35, manudo, cer1, up, 21699, 35004, pop-prd-pthalos000, 
8:16:54 496
1108926, 2023-09-04 10:56:20, manudo, cer1, down, 21699, 35004, pop-prd-pthalos000, 
0:00:45 0
remove me!
1108927, 2023-09-04 10:56:34, manudo, cer1, up, 524, 18258, pop-prd-pthalos000, 
0:00:14 0
remove me!
1109135, 2023-09-04 14:08:15, manudo, cer1, down, 524, 18258, pop-prd-pthalos000, 
3:11:41 191
1109522, 2023-09-04 21:39:37, manudo, cer1, up, 5486, 54660, pop-prd-pthalos000, 
7:31:22 451
1109633, 2023-09-05 00:12:54, manudo, cer1, down, 5486, 54660, pop-prd-pthalos000, 
2:33:17 153
1110385, 2023-09-05 11:56:22, manudo, cer1, up, 5624, 58125, pop-prd-pthalos000, 
11:43:28 703
1110386, 2023-09-05 11:59:08, manudo, cer1, down, 5624, 58125, pop-prd-pthalos000, 
0:02:46 2
remove me!
1110483, 2023-09-05 13:51:54, manudo, cer1, up, 40307, 38393, pop-prd-pthalos000, 
1:52:46 112
1110484, 2023-09-05 13:56:05, manudo, cer1, down, 40307, 38393, pop-prd-pthalos000, 
0:04:11 4
remove me!
1111099, 2023-09-05 22:07:30, manudo, cer1, up, 46005, 14690, pop-prd-pthalos000, 
8:11:25 491
1111101, 2023-09-05 22:08:03, manudo, cer1, down, 46005, 14690, pop-prd-pthalos000, 
0:00:33 0
remove me!
1111103, 2023-09-05 22:08:16, manudo, cer1, up, 53449, 15997, pop-prd-pthalos000, 
0:00:13 0
remove me!
1111117, 2023-09-05 22:16:03, manudo, cer1, down, 53449, 15997, pop-prd-pthalos000, 
0:07:47 7
remove me!
1111119, 2023-09-05 22:16:16, manudo, cer1, up, 40813, 28394, pop-prd-pthalos000, 
0:00:13 0
remove me!
1111193, 2023-09-05 23:28:02, manudo, cer1, down, 40813, 28394, pop-prd-pthalos000, 
1:11:46 71
1130306, 2023-09-17 16:19:48, manudo, cer1, up, 6949, 60309, pop-prd-pthalos000, 
11 days, 16:51:46 1011
1130307, 2023-09-17 16:20:55, manudo, cer1, down, 6949, 60309, pop-prd-pthalos000, 
0:01:07 1
remove me!
1130309, 2023-09-17 16:21:07, manudo, cer1, up, 43003, 12215, pop-prd-pthalos000, 
0:00:12 0
remove me!
1130685, 2023-09-18 01:17:03, manudo, cer1, down, 43003, 12215, pop-prd-pthalos000, 
8:55:56 535
1131559, 2023-09-18 16:29:09, manudo, cer1, up, 29260, 558, pop-prd-pthalos000, 
15:12:06 912
1131567, 2023-09-18 16:32:45, manudo, cer1, down, 29260, 558, pop-prd-pthalos000, 
0:03:36 3
remove me!
1131601, 2023-09-18 16:48:06, manudo, cer1, up, 52755, 10150, pop-prd-pthalos000, 
0:15:21 15
1132698, 2023-09-19 02:02:08, manudo, cer1, down, 52755, 10150, pop-prd-pthalos000, 
9:14:02 554
1133668, 2023-09-19 15:02:41, manudo, cer1, up, 32635, 914, pop-prd-pthalos000, 
13:00:33 780
1134115, 2023-09-19 23:59:10, manudo, cer1, down, 32635, 914, pop-prd-pthalos000, 
8:56:29 536
1135044, 2023-09-20 13:15:40, manudo, cer1, up, 56012, 51911, pop-prd-pthalos000, 
13:16:30 796
1135357, 2023-09-20 19:47:30, manudo, cer1, down, 56012, 51911, pop-prd-pthalos000, 
6:31:50 391
1136879, 2023-09-21 14:53:54, manudo, cer1, up, 18111, 44919, pop-prd-pthalos000, 
19:06:24 1146
1137234, 2023-09-21 20:58:54, manudo, cer1, down, 18111, 44919, pop-prd-pthalos000, 
6:05:00 365
1138053, 2023-09-22 08:20:05, manudo, cer1, up, 37911, 31093, pop-prd-pthalos000, 
11:21:11 681
1138399, 2023-09-22 14:00:59, manudo, cer1, down, 37911, 31093, pop-prd-pthalos000, 
5:40:54 340
1138400, 2023-09-22 14:01:20, manudo, cer1, up, 29039, 62702, pop-prd-pthalos000, 
0:00:21 0
remove me!
1138584, 2023-09-22 15:57:24, manudo, cer1, down, 29039, 62702, pop-prd-pthalos000, 
1:56:04 116
1140110, 2023-09-23 12:55:49, manudo, cer1, up, 12946, 13468, pop-prd-pthalos000, 
20:58:25 1258
1140202, 2023-09-23 14:25:32, manudo, cer1, down, 12946, 13468, pop-prd-pthalos000, 
1:29:43 89
1140496, 2023-09-23 17:40:27, manudo, cer1, up, 32283, 30595, pop-prd-pthalos000, 
3:14:55 194
1140718, 2023-09-23 22:02:38, manudo, cer1, down, 32283, 30595, pop-prd-pthalos000, 
4:22:11 262
1141137, 2023-09-24 08:17:52, manudo, cer1, up, 16903, 47206, pop-prd-pthalos000, 
10:15:14 615
1141856, 2023-09-24 18:27:18, manudo, cer1, down, 16903, 47206, pop-prd-pthalos000, 
10:09:26 609
1142216, 2023-09-24 23:04:32, manudo, cer1, up, 58186, 60331, pop-prd-pthalos000, 
4:37:14 277
1142298, 2023-09-25 00:22:17, manudo, cer1, down, 58186, 60331, pop-prd-pthalos000, 
1:17:45 77
1142779, 2023-09-25 08:50:28, manudo, cer1, up, 37484, 818, pop-prd-pthalos000, 
8:28:11 508
1142825, 2023-09-25 09:25:35, manudo, cer1, down, 37484, 818, pop-prd-pthalos000, 
0:35:07 35
1142834, 2023-09-25 09:25:52, manudo, cer1, up, 39301, 58996, pop-prd-pthalos000, 
0:00:17 0
remove me!
1143115, 2023-09-25 13:21:35, manudo, cer1, down, 39301, 58996, pop-prd-pthalos000, 
3:55:43 235
1143128, 2023-09-25 13:44:07, manudo, cer1, up, 4907, 45413, pop-prd-pthalos000, 
0:22:32 22
1143251, 2023-09-25 15:54:12, manudo, cer1, down, 4907, 45413, pop-prd-pthalos000, 
2:10:05 130
1144493, 2023-09-26 14:17:42, manudo, cer1, down, 4024, 59391, pop-prd-pthalos000, 
22:23:30 1343
1144495, 2023-09-26 14:18:28, manudo, cer1, up, 4024, 41561, pop-prd-pthalos000, 
0:00:46 0
remove me!
1145025, 2023-09-26 20:19:23, manudo, cer1, down, 4024, 41561, pop-prd-pthalos000, 
6:00:55 360
1146010, 2023-09-27 12:38:56, manudo, cer1, up, 7377, 8726, pop-prd-pthalos000, 
16:19:33 979
1146066, 2023-09-27 13:02:50, manudo, cer1, down, 7377, 8726, pop-prd-pthalos000, 
0:23:54 23
1146135, 2023-09-27 13:43:41, manudo, cer1, up, 35484, 55309, pop-prd-pthalos000, 
0:40:51 40
1146270, 2023-09-27 15:01:58, manudo, cer1, down, 35484, 55309, pop-prd-pthalos000, 
1:18:17 78
1146522, 2023-09-27 15:10:26, manudo, cer1, up, 3895, 45479, pop-prd-pthalos000, 
0:08:28 8
remove me!
1146804, 2023-09-27 15:38:17, manudo, cer1, down, 3895, 45479, pop-prd-pthalos000, 
0:27:51 27
1147240, 2023-09-27 20:16:02, manudo, cer1, up, 61613, 27264, pop-prd-pthalos000, 
4:37:45 277
1147686, 2023-09-28 00:29:29, manudo, cer1, down, 61613, 27264, pop-prd-pthalos000, 
4:13:27 253
1148741, 2023-09-28 11:11:58, manudo, cer1, up, 17392, 37793, pop-prd-pthalos000, 
10:42:29 642
1148767, 2023-09-28 11:22:05, manudo, cer1, down, 17392, 37793, pop-prd-pthalos000, 
0:10:07 10
remove me!
1148802, 2023-09-28 11:32:30, manudo, cer1, up, 35318, 14463, pop-prd-pthalos000, 
0:10:25 10
remove me!
1149741, 2023-09-28 21:30:00, manudo, cer1, down, 35318, 14463, pop-prd-pthalos000, 
9:57:30 597
1150551, 2023-09-29 16:03:07, manudo, cer1, up, 57543, 10744, pop-prd-pthalos000, 
18:33:07 1113
1150793, 2023-09-29 22:13:23, manudo, cer1, down, 57543, 10744, pop-prd-pthalos000, 
6:10:16 370
1151432, 2023-09-30 10:18:07, manudo, cer1, up, 21556, 55897, pop-prd-pthalos000, 
12:04:44 724
1151993, 2023-09-30 19:02:02, manudo, cer1, down, 21556, 55897, pop-prd-pthalos000, 
8:43:55 523
1152005, 2023-09-30 19:41:25, manudo, cer1, up, 11389, 64746, pop-prd-pthalos000, 
0:39:23 39
1152011, 2023-09-30 19:46:07, manudo, cer1, down, 11389, 64746, pop-prd-pthalos000, 
0:04:42 4
remove me!
1153135, 2023-10-01 14:32:22, manudo, cer1, up, 58601, 47528, pop-prd-pthalos000, 
18:46:15 1126
1153582, 2023-10-01 19:52:37, manudo, cer1, down, 58601, 47528, pop-prd-pthalos000, 
5:20:15 320
1154922, 2023-10-02 08:55:55, manudo, cer1, up, 57320, 65283, pop-prd-pthalos000, 
13:03:18 783
1155357, 2023-10-02 15:44:24, manudo, cer1, down, 57320, 65283, pop-prd-pthalos000, 
6:48:29 408
